Date,AirportName,PercentOfBaseline
2020-04-24,Hartsfield-Jackson Atlanta International,55.0
2020-04-24,John F. Kennedy International,44.0
2020-04-24,LaGuardia,44.0
2020-04-24,Los Angeles International,61.0
2020-04-24,McCarran International,32.0
2020-04-24,Miami International,68.0
2020-04-24,Newark Liberty International,62.0
2020-04-24,San Francisco International,42.0
2020-04-24,Seattle-Tacoma International,56.0
2020-04-24,Washington Dulles International,53.0
2020-04-25,Boston Logan International,65.0
2020-04-25,Charlotte Douglas International,46.0
2020-04-25,Chicago OHare International,61.0
2020-04-25,Dallas/Fort Worth International,44.0
2020-04-25,Daniel K. Inouye International,70.0
2020-04-25,Denver International,24.0
2020-04-25,Detroit Metropolitan Wayne County,38.0
2020-04-25,Hartsfield-Jackson Atlanta International,53.0
2020-04-25,John F. Kennedy International,51.0
2020-04-25,LaGuardia,53.0
2020-04-25,Los Angeles International,55.0
2020-04-25,McCarran International,25.0
2020-04-25,Miami International,72.0
2020-04-25,Newark Liberty International,57.0
2020-04-25,San Francisco International,31.0
2020-04-25,Seattle-Tacoma International,42.0
2020-04-25,Washington Dulles International,46.0
2020-04-26,Boston Logan International,64.0
2020-04-26,Charlotte Douglas International,48.0
2020-04-26,Chicago OHare International,51.0
2020-04-26,Dallas/Fort Worth International,36.0
2020-04-26,Daniel K. Inouye International,82.0
2020-04-26,Denver International,12.0
2020-04-26,Detroit Metropolitan Wayne County,31.0
2020-04-26,Hartsfield-Jackson Atlanta International,48.0
2020-04-26,John F. Kennedy International,64.0
2020-04-26,LaGuardia,55.0
2020-04-26,Los Angeles International,49.0
2020-04-26,McCarran International,22.0
2020-04-26,Miami International,81.0
2020-04-26,Newark Liberty International,55.0
2020-04-26,San Francisco International,21.0
2020-04-26,Seattle-Tacoma International,43.0
2020-04-26,Washington Dulles International,44.0
2020-04-27,Boston Logan International,56.0
2020-04-27,Charlotte Douglas International,70.0
2020-04-27,Chicago OHare International,69.0
2020-04-27,Dallas/Fort Worth International,63.0
2020-04-27,Daniel K. Inouye International,82.0
2020-04-27,Denver International,44.0
2020-04-27,Detroit Metropolitan Wayne County,32.0
2020-04-27,Hartsfield-Jackson Atlanta International,50.0
2020-04-27,John F. Kennedy International,45.0
2020-04-27,LaGuardia,62.0
2020-04-27,Los Angeles International,61.0
2020-04-27,McCarran International,38.0
2020-04-27,Miami International,75.0
2020-04-27,Newark Liberty International,70.0
2020-04-27,San Francisco International,43.0
2020-04-27,Seattle-Tacoma International,61.0
2020-04-27,Washington Dulles International,56.0
2020-04-28,Boston Logan International,63.0
2020-04-28,Charlotte Douglas International,70.0
2020-04-28,Chicago OHare International,74.0
2020-04-28,Dallas/Fort Worth International,67.0
2020-04-28,Daniel K. Inouye International,82.0
2020-04-28,Denver International,48.0
2020-04-28,Detroit Metropolitan Wayne County,46.0
2020-04-28,Hartsfield-Jackson Atlanta International,63.0
2020-04-28,John F. Kennedy International,47.0
2020-04-28,LaGuardia,49.0
2020-04-28,Los Angeles International,68.0
2020-04-28,McCarran International,42.0
2020-04-28,Miami International,81.0
2020-04-28,Newark Liberty International,70.0
2020-04-28,San Francisco International,44.0
2020-04-28,Seattle-Tacoma International,66.0
2020-04-28,Washington Dulles International,53.0
2020-04-29,Boston Logan International,62.0
2020-04-29,Charlotte Douglas International,81.0
2020-04-29,Chicago OHare International,69.0
2020-04-29,Dallas/Fort Worth International,67.0
2020-04-29,Daniel K. Inouye International,77.0
2020-04-29,Denver International,51.0
2020-04-29,Detroit Metropolitan Wayne County,46.0
2020-04-29,Hartsfield-Jackson Atlanta International,61.0
2020-04-29,John F. Kennedy International,46.0
2020-04-29,LaGuardia,51.0
2020-04-29,Los Angeles International,61.0
2020-04-29,McCarran International,48.0
2020-04-29,Miami International,83.0
2020-04-29,Newark Liberty International,65.0
2020-04-29,San Francisco International,44.0
2020-04-29,Seattle-Tacoma International,59.0
2020-04-29,Washington Dulles International,59.0
2020-04-30,Boston Logan International,56.0
2020-04-30,Charlotte Douglas International,76.0
2020-04-30,Chicago OHare International,70.0
2020-04-30,Dallas/Fort Worth International,58.0
2020-04-30,Daniel K. Inouye International,80.0
2020-04-30,Denver International,47.0
2020-04-30,Detroit Metropolitan Wayne County,40.0
2020-04-30,Hartsfield-Jackson Atlanta International,55.0
2020-04-30,John F. Kennedy International,47.0
2020-04-30,LaGuardia,53.0
2020-04-30,Los Angeles International,64.0
2020-04-30,McCarran International,37.0
2020-04-30,Miami International,81.0
2020-04-30,Newark Liberty International,67.0
2020-04-30,San Francisco International,50.0
2020-04-30,Seattle-Tacoma International,59.0
2020-04-30,Washington Dulles International,45.0
2020-05-01,Boston Logan International,59.0
2020-05-01,Charlotte Douglas International,62.0
2020-05-01,Chicago OHare International,73.0
2020-05-01,Dallas/Fort Worth International,65.0
2020-05-01,Daniel K. Inouye International,80.0
2020-05-01,Denver International,46.0
2020-05-01,Detroit Metropolitan Wayne County,45.0
2020-05-01,Hartsfield-Jackson Atlanta International,58.0
2020-05-01,John F. Kennedy International,45.0
2020-05-01,LaGuardia,50.0
2020-05-01,Los Angeles International,64.0
2020-05-01,McCarran International,31.0
2020-05-01,Miami International,86.0
2020-05-01,Newark Liberty International,65.0
2020-05-01,San Francisco International,41.0
2020-05-01,Seattle-Tacoma International,58.0
2020-05-01,Washington Dulles International,49.0
2020-05-02,Boston Logan International,66.0
2020-05-02,Charlotte Douglas International,44.0
2020-05-02,Chicago OHare International,64.0
2020-05-02,Dallas/Fort Worth International,47.0
2020-05-02,Daniel K. Inouye International,78.0
2020-05-02,Denver International,36.0
2020-05-02,Detroit Metropolitan Wayne County,41.0
2020-05-02,Hartsfield-Jackson Atlanta International,58.0
2020-05-02,John F. Kennedy International,52.0
2020-05-02,LaGuardia,52.0
2020-05-02,Los Angeles International,61.0
2020-05-02,McCarran International,15.0
2020-05-02,Miami International,89.0
2020-05-02,Newark Liberty International,56.0
2020-05-02,San Francisco International,27.0
2020-05-02,Seattle-Tacoma International,38.0
2020-05-02,Washington Dulles International,39.0
2020-05-03,Boston Logan International,53.0
2020-05-03,Charlotte Douglas International,57.0
2020-05-03,Chicago OHare International,53.0
2020-05-03,Dallas/Fort Worth International,32.0
2020-05-03,Daniel K. Inouye International,76.0
2020-05-03,Denver International,20.0
2020-05-03,Detroit Metropolitan Wayne County,35.0
2020-05-03,Hartsfield-Jackson Atlanta International,48.0
2020-05-03,John F. Kennedy International,56.0
2020-05-03,LaGuardia,54.0
2020-05-03,Los Angeles International,50.0
2020-05-03,McCarran International,15.0
2020-05-03,Miami International,83.0
2020-05-03,Newark Liberty International,66.0
2020-05-03,San Francisco International,22.0
2020-05-03,Seattle-Tacoma International,47.0
2020-05-03,Washington Dulles International,36.0
2020-05-04,Boston Logan International,58.0
2020-05-04,Charlotte Douglas International,74.0
2020-05-04,Chicago OHare International,74.0
2020-05-04,Dallas/Fort Worth International,69.0
2020-05-04,Daniel K. Inouye International,75.0
2020-05-04,Denver International,49.0
2020-05-04,Detroit Metropolitan Wayne County,39.0
2020-05-04,Hartsfield-Jackson Atlanta International,53.0
2020-05-04,John F. Kennedy International,48.0
2020-05-04,LaGuardia,67.0
2020-05-04,Los Angeles International,63.0
2020-05-04,McCarran International,39.0
2020-05-04,Miami International,75.0
2020-05-04,Newark Liberty International,73.0
2020-05-04,San Francisco International,37.0
2020-05-04,Seattle-Tacoma International,59.0
2020-05-04,Washington Dulles International,60.0
2020-05-05,Boston Logan International,57.0
2020-05-05,Charlotte Douglas International,62.0
2020-05-05,Chicago OHare International,72.0
2020-05-05,Dallas/Fort Worth International,54.0
2020-05-05,Daniel K. Inouye International,83.0
2020-05-05,Denver International,44.0
2020-05-05,Detroit Metropolitan Wayne County,44.0
2020-05-05,Hartsfield-Jackson Atlanta International,58.0
2020-05-05,John F. Kennedy International,49.0
2020-05-05,LaGuardia,48.0
2020-05-05,Los Angeles International,69.0
2020-05-05,McCarran International,37.0
2020-05-05,Miami International,81.0
2020-05-05,Newark Liberty International,77.0
2020-05-05,San Francisco International,41.0
2020-05-05,Seattle-Tacoma International,73.0
2020-05-05,Washington Dulles International,65.0
2020-05-06,Boston Logan International,60.0
2020-05-06,Charlotte Douglas International,74.0
2020-05-06,Chicago OHare International,77.0
2020-05-06,Dallas/Fort Worth International,66.0
2020-05-06,Daniel K. Inouye International,82.0
2020-05-06,Denver International,51.0
2020-05-06,Detroit Metropolitan Wayne County,43.0
2020-05-06,Hartsfield-Jackson Atlanta International,57.0
2020-05-06,John F. Kennedy International,48.0
2020-05-06,LaGuardia,51.0
2020-05-06,Los Angeles International,66.0
2020-05-06,McCarran International,45.0
2020-05-06,Miami International,71.0
2020-05-06,Newark Liberty International,73.0
2020-05-06,San Francisco International,44.0
2020-05-06,Seattle-Tacoma International,67.0
2020-05-06,Washington Dulles International,52.0
2020-05-07,Boston Logan International,58.0
2020-05-07,Charlotte Douglas International,68.0
2020-05-07,Chicago OHare International,67.0
2020-05-07,Dallas/Fort Worth International,63.0
2020-05-07,Daniel K. Inouye International,81.0
2020-05-07,Denver International,48.0
2020-05-07,Detroit Metropolitan Wayne County,38.0
2020-05-07,Hartsfield-Jackson Atlanta International,60.0
2020-05-07,John F. Kennedy International,51.0
2020-05-07,LaGuardia,50.0
2020-05-07,Los Angeles International,72.0
2020-05-07,McCarran International,33.0
2020-05-07,Miami International,70.0
2020-05-07,Newark Liberty International,70.0
2020-05-07,San Francisco International,37.0
2020-05-07,Seattle-Tacoma International,61.0
2020-05-07,Washington Dulles International,51.0
2020-05-08,Boston Logan International,63.0
2020-05-08,Charlotte Douglas International,76.0
2020-05-08,Chicago OHare International,70.0
2020-05-08,Dallas/Fort Worth International,54.0
2020-05-08,Daniel K. Inouye International,75.0
2020-05-08,Denver International,49.0
2020-05-08,Detroit Metropolitan Wayne County,42.0
2020-05-08,Hartsfield-Jackson Atlanta International,56.0
2020-05-08,John F. Kennedy International,50.0
2020-05-08,LaGuardia,47.0
2020-05-08,Los Angeles International,68.0
2020-05-08,McCarran International,32.0
2020-05-08,Miami International,66.0
2020-05-08,Newark Liberty International,70.0
2020-05-08,San Francisco International,49.0
2020-05-08,Seattle-Tacoma International,60.0
2020-05-08,Washington Dulles International,52.0
2020-05-09,Boston Logan International,56.0
2020-05-09,Charlotte Douglas International,51.0
2020-05-09,Chicago OHare International,62.0
2020-05-09,Dallas/Fort Worth International,42.0
2020-05-09,Daniel K. Inouye International,70.0
2020-05-09,Denver International,33.0
2020-05-09,Detroit Metropolitan Wayne County,45.0
2020-05-09,Hartsfield-Jackson Atlanta International,53.0
2020-05-09,John F. Kennedy International,55.0
2020-05-09,LaGuardia,50.0
2020-05-09,Los Angeles International,56.0
2020-05-09,McCarran International,15.0
2020-05-09,Miami International,51.0
2020-05-09,Newark Liberty International,59.0
2020-05-09,San Francisco International,38.0
2020-05-09,Seattle-Tacoma International,46.0
2020-05-09,Washington Dulles International,46.0
2020-05-10,Boston Logan International,52.0
2020-05-10,Charlotte Douglas International,55.0
2020-05-10,Chicago OHare International,48.0
2020-05-10,Dallas/Fort Worth International,38.0
2020-05-10,Daniel K. Inouye International,88.0
2020-05-10,Denver International,21.0
2020-05-10,Detroit Metropolitan Wayne County,31.0
2020-05-10,Hartsfield-Jackson Atlanta International,49.0
2020-05-10,John F. Kennedy International,57.0
2020-05-10,LaGuardia,60.0
2020-05-10,Los Angeles International,53.0
2020-05-10,McCarran International,16.0
2020-05-10,Miami International,65.0
2020-05-10,Newark Liberty International,64.0
2020-05-10,San Francisco International,24.0
2020-05-10,Seattle-Tacoma International,39.0
2020-05-10,Washington Dulles International,34.0
2020-05-11,Boston Logan International,61.0
2020-05-11,Charlotte Douglas International,66.0
2020-05-11,Chicago OHare International,68.0
2020-05-11,Dallas/Fort Worth International,68.0
2020-05-11,Daniel K. Inouye International,85.0
2020-05-11,Denver International,44.0
2020-05-11,Detroit Metropolitan Wayne County,33.0
2020-05-11,Hartsfield-Jackson Atlanta International,54.0
2020-05-11,John F. Kennedy International,51.0
2020-05-11,LaGuardia,53.0
2020-05-11,Los Angeles International,63.0
2020-05-11,McCarran International,29.0
2020-05-11,Miami International,64.0
2020-05-11,Newark Liberty International,79.0
2020-05-11,San Francisco International,44.0
2020-05-11,Seattle-Tacoma International,69.0
2020-05-11,Washington Dulles International,60.0
2020-05-12,Boston Logan International,59.0
2020-05-12,Charlotte Douglas International,71.0
2020-05-12,Chicago OHare International,74.0
2020-05-12,Dallas/Fort Worth International,61.0
2020-05-12,Daniel K. Inouye International,83.0
2020-05-12,Denver International,46.0
2020-05-12,Detroit Metropolitan Wayne County,41.0
2020-05-12,Hartsfield-Jackson Atlanta International,61.0
2020-05-12,John F. Kennedy International,48.0
2020-05-12,LaGuardia,49.0
2020-05-12,Los Angeles International,66.0
2020-05-12,McCarran International,29.0
2020-05-12,Miami International,74.0
2020-05-12,Newark Liberty International,70.0
2020-05-12,San Francisco International,49.0
2020-05-12,Seattle-Tacoma International,65.0
2020-05-12,Washington Dulles International,56.0
2020-05-13,Boston Logan International,61.0
2020-05-13,Charlotte Douglas International,79.0
2020-05-13,Chicago OHare International,75.0
2020-05-13,Dallas/Fort Worth International,72.0
2020-05-13,Daniel K. Inouye International,78.0
2020-05-13,Denver International,51.0
2020-05-13,Detroit Metropolitan Wayne County,35.0
2020-05-13,Hartsfield-Jackson Atlanta International,64.0
2020-05-13,John F. Kennedy International,50.0
2020-05-13,LaGuardia,66.0
2020-05-13,Los Angeles International,64.0
2020-05-13,McCarran International,31.0
2020-05-13,Miami International,72.0
2020-05-13,Newark Liberty International,68.0
2020-05-13,San Francisco International,49.0
2020-05-13,Seattle-Tacoma International,73.0
2020-05-13,Washington Dulles International,57.0
2020-05-14,Boston Logan International,56.0
2020-05-14,Charlotte Douglas International,72.0
2020-05-14,Chicago OHare International,71.0
2020-05-14,Dallas/Fort Worth International,66.0
2020-05-14,Daniel K. Inouye International,83.0
2020-05-14,Denver International,51.0
2020-05-14,Detroit Metropolitan Wayne County,34.0
2020-05-14,Hartsfield-Jackson Atlanta International,57.0
2020-05-14,John F. Kennedy International,47.0
2020-05-14,LaGuardia,56.0
2020-05-14,Los Angeles International,64.0
2020-05-14,McCarran International,34.0
2020-05-14,Miami International,74.0
2020-05-14,Newark Liberty International,67.0
2020-05-14,San Francisco International,48.0
2020-05-14,Seattle-Tacoma International,67.0
2020-05-14,Washington Dulles International,58.0
2020-05-15,Boston Logan International,58.0
2020-05-15,Charlotte Douglas International,67.0
2020-05-15,Chicago OHare International,72.0
2020-05-15,Dallas/Fort Worth International,62.0
2020-05-15,Daniel K. Inouye International,73.0
2020-05-15,Denver International,52.0
